COUNTYFP,unemployment_rate,cases_avg_per_100k,deaths_avg_per_100k,party,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
29053,6.699999999999998,380.48,0.0,REPUBLICAN,0.06,0.09,0.127,0.183,0.54
29055,7.514285714285714,178.86999999999998,0.0,REPUBLICAN,0.167,0.148,0.136,0.159,0.391
29057,5.014285714285714,156.87,0.0,REPUBLICAN,0.312,0.044,0.138,0.136,0.369
29059,6.942857142857143,275.00000000000006,5.949999999999999,REPUBLICAN,0.165,0.143,0.167,0.154,0.371
29061,4.728571428571429,242.67,0.0,REPUBLICAN,0.124,0.166,0.172,0.247,0.291
29063,5.014285714285714,251.39000000000001,7.979999999999999,REPUBLICAN,0.144,0.133,0.159,0.241,0.323
29065,5.3428571428571425,64.53,0.0,REPUBLICAN,0.167,0.169,0.175,0.196,0.293
29067,9.885714285714286,405.1999999999999,11.88,REPUBLICAN,0.285,0.149,0.07,0.167,0.328
29069,8.242857142857144,813.9,11.270000000000001,REPUBLICAN,0.068,0.085,0.154,0.215,0.478
29071,7.500000000000001,485.06,17.299999999999997,REPUBLICAN,0.122,0.086,0.1,0.233,0.458
29073,7.114285714285715,162.99999999999997,0.0,REPUBLICAN,0.086,0.207,0.168,0.135,0.404
29075,3.814285714285714,1246.4300000000003,136.94999999999996,REPUBLICAN,0.101,0.166,0.182,0.299,0.251
29077,6.42857142857143,391.10999999999996,4.340000000000001,REPUBLICAN,0.099,0.082,0.128,0.272,0.418
29079,5.314285714285714,300.76,10.149999999999999,REPUBLICAN,0.195,0.193,0.129,0.247,0.236
29081,5.3,623.6100000000001,11.970000000000002,REPUBLICAN,0.173,0.128,0.215,0.248,0.236
29083,6.9142857142857155,294.44,13.720000000000002,REPUBLICAN,0.128,0.147,0.117,0.345,0.262
29085,5.885714285714285,127.25000000000003,0.0,REPUBLICAN,0.182,0.18,0.159,0.164,0.316
29087,3.9285714285714284,141.09000000000003,0.0,REPUBLICAN,0.129,0.223,0.156,0.232,0.26
29089,4.857142857142857,407.65999999999997,0.0,REPUBLICAN,0.076,0.096,0.107,0.191,0.531
29091,7.457142857142856,296.97999999999996,0.72,REPUBLICAN,0.301,0.142,0.208,0.107,0.242
29093,7.971428571428572,105.77999999999999,0.0,REPUBLICAN,0.133,0.091,0.072,0.28,0.423
29095,8.057142857142857,762.8799999999998,15.269999999999998,REPUBLICAN,0.027,0.066,0.088,0.21,0.609
29097,6.628571428571428,1498.39,6.760000000000001,REPUBLICAN,0.138,0.152,0.147,0.176,0.388
29099,7.228571428571428,566.63,11.619999999999997,REPUBLICAN,0.042,0.117,0.178,0.216,0.447
29101,6.614285714285714,803.7999999999997,3.6799999999999997,REPUBLICAN,0.168,0.107,0.026,0.189,0.511
29103,4.457142857142857,151.6,0.0,REPUBLICAN,0.082,0.112,0.182,0.271,0.353
29105,10.371428571428572,507.84999999999997,2.8,REPUBLICAN,0.313,0.121,0.172,0.107,0.287
29107,6.1,451.0,6.16,REPUBLICAN,0.033,0.098,0.052,0.247,0.571
29109,7.114285714285714,404.02000000000004,5.18,REPUBLICAN,0.241,0.05,0.251,0.222,0.237
29111,5.8999999999999995,283.46,10.219999999999999,REPUBLICAN,0.164,0.109,0.177,0.23,0.32
29113,7.742857142857143,453.52,1.68,REPUBLICAN,0.063,0.119,0.236,0.282,0.299
29115,6.971428571428572,255.44,8.4,REPUBLICAN,0.126,0.156,0.118,0.274,0.326
29117,4.3,305.8099999999999,0.0,REPUBLICAN,0.15,0.228,0.111,0.25,0.26
29119,5.542857142857144,4270.09,30.689999999999998,REPUBLICAN,0.152,0.145,0.089,0.138,0.476
29121,5.5,306.21000000000004,0.0,REPUBLICAN,0.118,0.127,0.158,0.258,0.338
29123,7.628571428571428,143.35,0.0,REPUBLICAN,0.082,0.124,0.092,0.296,0.406
29125,5.357142857142857,155.05000000000004,0.0,REPUBLICAN,0.098,0.158,0.121,0.198,0.424
29127,5.514285714285714,373.46000000000004,3.5,REPUBLICAN,0.178,0.093,0.212,0.185,0.332
29129,4.128571428571429,257.42999999999995,0.0,REPUBLICAN,0.23,0.13,0.216,0.162,0.261
29131,7.799999999999999,313.35,0.0,REPUBLICAN,0.2,0.126,0.137,0.147,0.39
29133,5.757142857142857,1042.0099999999998,0.0,REPUBLICAN,0.129,0.097,0.141,0.221,0.413
29135,4.957142857142856,688.76,12.459999999999999,REPUBLICAN,0.102,0.268,0.11,0.202,0.318
29137,6.942857142857143,143.56,0.0,REPUBLICAN,0.164,0.105,0.182,0.203,0.346
29139,6.028571428571429,311.03,0.0,REPUBLICAN,0.062,0.077,0.161,0.307,0.392
29141,7.642857142857143,266.34999999999997,0.0,REPUBLICAN,0.211,0.118,0.175,0.193,0.304
29143,6.528571428571429,887.8700000000001,12.32,REPUBLICAN,0.098,0.112,0.149,0.18,0.461
29145,6.871428571428571,1466.0400000000002,7.030000000000001,REPUBLICAN,0.156,0.121,0.14,0.211,0.373
29147,5.485714285714286,558.45,0.0,REPUBLICAN,0.093,0.193,0.16,0.283,0.272
29149,7.557142857142858,142.99,0.0,REPUBLICAN,0.142,0.196,0.293,0.129,0.241
29151,4.157142857142857,299.82000000000005,0.0,REPUBLICAN,0.067,0.133,0.171,0.16,0.469
29153,8.371428571428572,52.970000000000006,0.0,REPUBLICAN,0.179,0.128,0.128,0.13,0.435
29155,8.52857142857143,1207.5300000000002,41.489999999999995,REPUBLICAN,0.079,0.134,0.175,0.204,0.407
29157,7.614285714285715,1013.4100000000004,17.18,REPUBLICAN,0.032,0.102,0.156,0.302,0.408
29159,8.342857142857143,814.4200000000002,7.479999999999999,REPUBLICAN,0.185,0.111,0.156,0.254,0.294
29161,5.457142857142857,177.18,0.0,REPUBLICAN,0.139,0.177,0.119,0.244,0.32
29163,6.442857142857142,371.39000000000016,5.460000000000001,REPUBLICAN,0.082,0.128,0.363,0.263,0.164
29165,6.514285714285713,509.05000000000007,14.56,REPUBLICAN,0.044,0.04,0.088,0.189,0.638
29167,5.371428571428571,548.41,0.0,REPUBLICAN,0.183,0.109,0.103,0.189,0.416
29169,6.4,368.97,1.8900000000000001,REPUBLICAN,0.208,0.103,0.16,0.175,0.354
29171,5.2,136.32999999999998,3.04,REPUBLICAN,0.107,0.111,0.209,0.191,0.382
29173,5.242857142857143,191.81,0.0,REPUBLICAN,0.16,0.106,0.248,0.196,0.29
29175,6.814285714285714,164.02,4.06,REPUBLICAN,0.163,0.088,0.145,0.194,0.41
29177,8.6,289.8,0.0,REPUBLICAN,0.073,0.124,0.233,0.184,0.386
29179,6.328571428571429,256.37999999999994,0.0,REPUBLICAN,0.137,0.183,0.085,0.229,0.366
29181,8.928571428571429,303.75999999999993,0.0,REPUBLICAN,0.126,0.254,0.161,0.15,0.308
29183,6.3428571428571425,808.2300000000001,23.170000000000005,REPUBLICAN,0.041,0.05,0.091,0.286,0.532
29185,7.057142857142857,187.21,0.0,REPUBLICAN,0.163,0.145,0.182,0.279,0.23
29186,5.9,256.37,5.6,REPUBLICAN,0.025,0.14,0.144,0.311,0.38
29187,8.128571428571428,411.81,2.94,REPUBLICAN,0.103,0.12,0.085,0.264,0.428
29189,7.071428571428571,1184.6499999999999,64.36,DEMOCRAT,0.024,0.028,0.069,0.182,0.697
29195,5.2,1691.56,27.090000000000003,REPUBLICAN,0.083,0.23,0.112,0.186,0.389
29197,6.814285714285715,240.79999999999998,0.0,REPUBLICAN,0.05,0.101,0.211,0.222,0.416
29199,3.814285714285714,254.44,20.37,REPUBLICAN,0.073,0.112,0.209,0.246,0.361
29201,6.014285714285714,871.91,33.81000000000001,REPUBLICAN,0.125,0.115,0.128,0.247,0.385
29203,8.62857142857143,505.62000000000006,3.5,REPUBLICAN,0.212,0.25,0.198,0.098,0.243
29205,5.000000000000001,207.24,0.0,REPUBLICAN,0.142,0.144,0.16,0.238,0.317
29207,7.114285714285714,718.96,34.77000000000001,REPUBLICAN,0.137,0.12,0.156,0.176,0.411
29209,13.042857142857144,237.24,3.1500000000000004,REPUBLICAN,0.056,0.093,0.171,0.247,0.434
29211,4.7,2317.74,0.0,REPUBLICAN,0.136,0.127,0.174,0.223,0.341
29213,17.257142857142856,540.4700000000001,5.46,REPUBLICAN,0.053,0.079,0.214,0.155,0.499
29215,6.514285714285714,110.93,0.0,REPUBLICAN,0.309,0.171,0.231,0.106,0.183
29217,4.757142857142858,276.81000000000006,5.3100000000000005,REPUBLICAN,0.164,0.105,0.11,0.125,0.496
29219,6.985714285714287,426.47,0.0,REPUBLICAN,0.11,0.083,0.111,0.25,0.446
29221,8.514285714285716,200.02000000000004,4.06,REPUBLICAN,0.181,0.092,0.118,0.191,0.418
29223,6.900000000000001,154.97999999999996,0.0,REPUBLICAN,0.191,0.171,0.13,0.196,0.313
29225,6.471428571428572,267.86000000000007,2.5199999999999996,REPUBLICAN,0.297,0.09,0.162,0.137,0.313
29227,4.671428571428572,305.21999999999997,0.0,REPUBLICAN,0.098,0.17,0.218,0.272,0.241
29229,8.442857142857141,318.22,0.0,REPUBLICAN,0.419,0.139,0.187,0.1,0.155
29510,9.314285714285715,1396.1,55.48,DEMOCRAT,0.039,0.017,0.08,0.137,0.726
30001,4.628571428571428,413.0299999999999,0.0,REPUBLICAN,0.165,0.127,0.102,0.18,0.425
30003,8.185714285714285,1915.7999999999995,42.85,DEMOCRAT,0.136,0.196,0.147,0.25,0.271
30005,5.199999999999998,104.74999999999999,0.0,DEMOCRAT,0.287,0.08,0.188,0.252,0.192
30007,7.028571428571429,158.01000000000002,0.0,REPUBLICAN,0.165,0.098,0.099,0.199,0.439
30009,6.985714285714286,455.51000000000005,0.0,REPUBLICAN,0.14,0.169,0.163,0.26,0.267
30011,2.971428571428572,0.0,0.0,REPUBLICAN,0.123,0.121,0.127,0.212,0.417
30013,6.757142857142858,152.63000000000002,2.4700000000000006,REPUBLICAN,0.17,0.143,0.16,0.145,0.382
30015,4.271428571428571,60.88,0.0,REPUBLICAN,0.196,0.135,0.171,0.152,0.346
30017,5.499999999999999,430.9899999999999,10.04,REPUBLICAN,0.085,0.261,0.144,0.28,0.23
30019,3.171428571428571,84.52999999999999,0.0,REPUBLICAN,0.172,0.244,0.186,0.269,0.129
30021,5.8428571428571425,167.84,0.0,REPUBLICAN,0.139,0.249,0.176,0.274,0.161
30023,5.814285714285715,190.7,0.0,DEMOCRAT,0.141,0.173,0.064,0.133,0.489
30025,4.185714285714286,70.27999999999997,0.0,REPUBLICAN,0.118,0.199,0.146,0.296,0.24
30027,5.457142857142856,44.019999999999996,0.0,REPUBLICAN,0.284,0.111,0.157,0.187,0.261
30029,9.428571428571429,206.04000000000002,1.9600000000000009,REPUBLICAN,0.076,0.167,0.159,0.224,0.374
30031,6.014285714285714,730.2100000000002,1.3199999999999998,DEMOCRAT,0.132,0.093,0.115,0.213,0.448
30033,3.185714285714286,953.9100000000001,0.0,REPUBLICAN,0.134,0.199,0.18,0.265,0.221
30035,10.257142857142858,375.07000000000005,7.28,DEMOCRAT,0.084,0.154,0.17,0.196,0.396
30037,5.657142857142858,365.4000000000001,0.0,REPUBLICAN,0.134,0.181,0.168,0.246,0.271
30039,10.185714285714285,177.61000000000004,0.0,REPUBLICAN,0.116,0.17,0.109,0.183,0.422
30041,5.542857142857144,268.2699999999999,0.0,REPUBLICAN,0.27,0.106,0.159,0.192,0.273
30043,5.971428571428572,170.29999999999998,0.0,REPUBLICAN,0.158,0.111,0.076,0.169,0.487
30045,5.4142857142857155,78.32,0.0,REPUBLICAN,0.233,0.11,0.17,0.139,0.349
30047,7.0,516.01,3.289999999999999,REPUBLICAN,0.087,0.23,0.128,0.206,0.349
30049,5.771428571428571,165.07,1.47,REPUBLICAN,0.149,0.107,0.08,0.185,0.479
30051,2.942857142857143,42.77,0.0,REPUBLICAN,0.188,0.146,0.167,0.147,0.352
30053,12.1,291.16,7.92,REPUBLICAN,0.118,0.174,0.118,0.188,0.402
30055,3.0,60.13000000000001,0.0,REPUBLICAN,0.142,0.274,0.179,0.267,0.139
30057,6.028571428571429,766.5600000000001,11.62,REPUBLICAN,0.172,0.113,0.105,0.21,0.4
30059,5.3,214.76,0.0,REPUBLICAN,0.188,0.093,0.12,0.203,0.396
30061,12.614285714285714,0.0,0.0,REPUBLICAN,0.097,0.278,0.119,0.183,0.323
30063,7.328571428571428,188.15000000000003,0.84,DEMOCRAT,0.091,0.2,0.128,0.209,0.372
30065,6.8428571428571425,80.10999999999999,0.0,REPUBLICAN,0.128,0.178,0.169,0.257,0.268
30067,9.0,266.00999999999993,0.0,REPUBLICAN,0.114,0.099,0.106,0.214,0.467
30069,3.814285714285714,0.0,0.0,REPUBLICAN,0.157,0.154,0.174,0.247,0.269
30071,5.542857142857144,0.0,0.0,REPUBLICAN,0.229,0.114,0.214,0.296,0.147
30073,5.271428571428571,164.36,0.0,REPUBLICAN,0.123,0.175,0.17,0.142,0.39
30075,3.6285714285714286,59.43000000000001,0.0,REPUBLICAN,0.193,0.24,0.106,0.188,0.273
30077,5.828571428571428,10.370000000000001,0.0,REPUBLICAN,0.118,0.144,0.069,0.14,0.53
30079,6.742857142857143,0.0,0.0,REPUBLICAN,0.101,0.27,0.171,0.283,0.176
30081,6.6428571428571415,146.72,2.31,REPUBLICAN,0.121,0.177,0.114,0.195,0.393
30083,6.757142857142858,399.31000000000006,1.32,REPUBLICAN,0.176,0.216,0.162,0.255,0.191
30085,6.671428571428572,188.28,0.0,REPUBLICAN,0.169,0.246,0.178,0.261,0.146
30087,6.328571428571428,238.98000000000002,11.2,REPUBLICAN,0.126,0.214,0.143,0.248,0.269
30089,9.071428571428571,67.25999999999999,0.0,REPUBLICAN,0.15,0.204,0.191,0.172,0.283
30091,5.057142857142856,90.71999999999997,0.0,REPUBLICAN,0.179,0.203,0.178,0.256,0.185
30093,7.6000000000000005,129.31,0.0,DEMOCRAT,0.158,0.138,0.059,0.143,0.503
30095,5.7,174.71,0.0,REPUBLICAN,0.126,0.173,0.16,0.255,0.286
30097,4.2,107.07000000000001,26.74,REPUBLICAN,0.116,0.157,0.126,0.227,0.374
30099,5.057142857142857,244.02000000000004,0.0,REPUBLICAN,0.134,0.176,0.147,0.152,0.391
30101,5.485714285714285,709.8299999999999,126.70000000000002,REPUBLICAN,0.138,0.165,0.178,0.135,0.384
30103,3.685714285714286,287.35,0.0,REPUBLICAN,0.122,0.188,0.16,0.259,0.27
30105,4.914285714285714,117.75000000000003,0.0,REPUBLICAN,0.172,0.235,0.187,0.291,0.115
30107,7.957142857142858,107.52,0.0,REPUBLICAN,0.214,0.135,0.144,0.189,0.318
30109,5.542857142857143,103.17999999999999,0.0,REPUBLICAN,0.165,0.219,0.161,0.267,0.187
30111,6.271428571428572,573.97,14.449999999999998,REPUBLICAN,0.129,0.177,0.167,0.262,0.265
31001,4.814285714285715,1065.9600000000003,38.820000000000014,REPUBLICAN,0.057,0.128,0.089,0.291,0.435
31003,2.4285714285714284,279.08,15.889999999999999,REPUBLICAN,0.198,0.096,0.191,0.161,0.354
31005,5.728571428571429,0.0,0.0,REPUBLICAN,0.144,0.135,0.117,0.248,0.356
31007,3.0428571428571436,268.52000000000004,0.0,REPUBLICAN,0.249,0.128,0.134,0.216,0.272
31009,3.7857142857142856,0.0,0.0,REPUBLICAN,0.176,0.103,0.123,0.305,0.293
31011,2.9285714285714284,134.75,0.0,REPUBLICAN,0.156,0.08,0.151,0.197,0.415
31013,5.142857142857143,89.90999999999998,0.0,REPUBLICAN,0.303,0.112,0.096,0.285,0.203
31015,3.2857142857142856,52.08,0.0,REPUBLICAN,0.081,0.159,0.267,0.184,0.309
31017,3.042857142857143,0.0,0.0,REPUBLICAN,0.141,0.082,0.167,0.275,0.335
31019,4.957142857142857,624.14,2.03,REPUBLICAN,0.065,0.113,0.104,0.327,0.391
31021,4.328571428571428,312.9,0.0,REPUBLICAN,0.066,0.063,0.09,0.321,0.46
31023,3.8285714285714283,745.97,0.0,REPUBLICAN,0.027,0.105,0.263,0.238,0.365
31025,5.071428571428571,561.6999999999999,3.7800000000000002,REPUBLICAN,0.042,0.049,0.119,0.24,0.55
31027,3.042857142857143,243.10000000000008,0.0,REPUBLICAN,0.207,0.163,0.161,0.177,0.293
31029,2.042857142857143,109.2,0.0,REPUBLICAN,0.055,0.192,0.156,0.232,0.364
31031,2.857142857142857,85.34999999999997,0.0,REPUBLICAN,0.158,0.042,0.095,0.377,0.328
31033,4.828571428571428,297.86999999999995,0.0,REPUBLICAN,0.116,0.159,0.164,0.338,0.223
31035,3.8285714285714287,794.23,0.0,REPUBLICAN,0.064,0.132,0.124,0.28,0.4
31037,3.371428571428571,6876.0199999999995,49.31,REPUBLICAN,0.054,0.089,0.228,0.287,0.341
31039,2.914285714285714,609.42,11.54,REPUBLICAN,0.147,0.066,0.122,0.347,0.317
31041,3.3000000000000003,415.9200000000002,37.23,REPUBLICAN,0.143,0.104,0.112,0.328,0.314
31043,5.628571428571428,9457.68,207.52999999999997,REPUBLICAN,0.113,0.167,0.131,0.163,0.425
31045,3.242857142857143,96.64999999999999,0.0,REPUBLICAN,0.224,0.103,0.11,0.321,0.242
31047,3.985714285714286,3965.98,43.360000000000014,REPUBLICAN,0.096,0.114,0.115,0.348,0.328
31049,3.3142857142857136,115.48000000000002,0.0,REPUBLICAN,0.093,0.147,0.138,0.267,0.355
31051,3.814285714285714,1132.9800000000002,55.28,REPUBLICAN,0.163,0.16,0.131,0.162,0.383
31053,4.0,2064.0499999999997,21.840000000000003,REPUBLICAN,0.14,0.036,0.136,0.374,0.314
31055,5.7714285714285705,1732.7800000000002,22.309999999999995,DEMOCRAT,0.091,0.069,0.095,0.263,0.482
31057,2.3,174.66,0.0,REPUBLICAN,0.053,0.232,0.173,0.231,0.311
31059,3.257142857142857,392.5200000000001,27.490000000000002,REPUBLICAN,0.053,0.096,0.263,0.375,0.213
31061,3.8428571428571425,333.35999999999996,0.0,REPUBLICAN,0.083,0.168,0.083,0.288,0.378
31063,3.4714285714285715,114.23999999999998,0.0,REPUBLICAN,0.094,0.121,0.136,0.336,0.313
31065,3.1857142857142864,293.42,21.419999999999998,REPUBLICAN,0.101,0.135,0.129,0.319,0.315
31067,4.685714285714286,370.5799999999999,18.5,REPUBLICAN,0.127,0.03,0.103,0.26,0.48
31069,4.1000000000000005,279.95,0.0,REPUBLICAN,0.202,0.124,0.119,0.268,0.288
31071,2.3857142857142857,152.41000000000003,0.0,REPUBLICAN,0.168,0.084,0.142,0.236,0.37
31073,3.014285714285714,696.4100000000001,0.0,REPUBLICAN,0.086,0.12,0.115,0.347,0.333
31075,2.242857142857143,0.0,0.0,REPUBLICAN,0.199,0.116,0.102,0.27,0.313
31077,3.357142857142857,379.91999999999996,0.0,REPUBLICAN,0.122,0.091,0.122,0.245,0.421
31079,6.442857142857142,2768.7799999999997,83.05000000000001,REPUBLICAN,0.048,0.114,0.103,0.284,0.451
31081,4.228571428571429,966.7599999999998,150.89999999999998,REPUBLICAN,0.04,0.124,0.157,0.252,0.427
31083,3.485714285714286,29.610000000000003,0.0,REPUBLICAN,0.089,0.158,0.102,0.302,0.348
31085,2.6142857142857143,0.0,0.0,REPUBLICAN,0.072,0.151,0.161,0.273,0.343
31087,3.771428571428572,36.190000000000005,0.0,REPUBLICAN,0.085,0.162,0.19,0.263,0.301
31089,2.8857142857142857,62.480000000000004,0.0,REPUBLICAN,0.113,0.134,0.234,0.154,0.365
31091,3.0142857142857147,586.5199999999999,0.0,REPUBLICAN,0.151,0.123,0.11,0.279,0.337
31093,4.714285714285714,956.45,62.04999999999999,REPUBLICAN,0.073,0.104,0.108,0.281,0.433
31095,3.2142857142857144,194.98999999999998,0.0,REPUBLICAN,0.206,0.05,0.055,0.306,0.384
31097,4.414285714285714,268.56999999999994,0.0,REPUBLICAN,0.061,0.175,0.247,0.207,0.31
31099,3.7857142857142856,405.89000000000004,0.0,REPUBLICAN,0.062,0.127,0.094,0.318,0.399
31101,3.6999999999999997,195.64,0.0,REPUBLICAN,0.093,0.15,0.13,0.235,0.393
31103,2.257142857142857,0.0,0.0,REPUBLICAN,0.124,0.09,0.183,0.273,0.331
31105,3.942857142857143,412.95,0.0,REPUBLICAN,0.187,0.173,0.161,0.228,0.25
31107,3.457142857142857,390.24000000000007,0.0,REPUBLICAN,0.171,0.178,0.195,0.157,0.299
31109,4.828571428571429,906.8700000000001,4.3,DEMOCRAT,0.093,0.061,0.112,0.264,0.47
31111,4.728571428571429,268.34,5.74,REPUBLICAN,0.103,0.145,0.123,0.287,0.341
31113,3.085714285714286,0.0,0.0,REPUBLICAN,0.14,0.133,0.115,0.308,0.304
31115,3.857142857142857,0.0,0.0,REPUBLICAN,0.193,0.084,0.129,0.276,0.318
31117,3.242857142857143,809.7599999999998,0.0,REPUBLICAN,0.121,0.147,0.115,0.257,0.361
31119,4.085714285714285,1219.43,17.18,REPUBLICAN,0.251,0.082,0.194,0.156,0.317
31121,4.385714285714286,611.23,0.0,REPUBLICAN,0.05,0.125,0.137,0.234,0.454
31123,4.057142857142857,1267.3200000000004,0.0,REPUBLICAN,0.261,0.119,0.124,0.273,0.223
31125,3.6999999999999997,232.1,0.0,REPUBLICAN,0.091,0.111,0.131,0.207,0.459
31127,4.271428571428571,235.69000000000003,0.0,REPUBLICAN,0.09,0.148,0.137,0.293,0.333
31129,3.1571428571428575,179.63999999999993,0.0,REPUBLICAN,0.138,0.132,0.064,0.349,0.318
31131,4.128571428571428,272.21999999999997,0.0,REPUBLICAN,0.11,0.097,0.09,0.275,0.428
31133,3.1142857142857148,218.73000000000002,0.0,REPUBLICAN,0.067,0.147,0.215,0.254,0.316
31135,2.1142857142857143,370.59000000000003,19.76,REPUBLICAN,0.069,0.164,0.142,0.233,0.393
31137,3.5,360.49999999999994,0.0,REPUBLICAN,0.072,0.126,0.103,0.336,0.363
31139,3.2,341.25,0.0,REPUBLICAN,0.253,0.11,0.185,0.142,0.311
31141,4.471428571428571,2270.4099999999994,12.359999999999998,REPUBLICAN,0.044,0.094,0.176,0.254,0.432
31143,3.685714285714286,474.05000000000007,0.0,REPUBLICAN,0.029,0.167,0.277,0.174,0.353
31145,3.7142857142857144,137.54,0.0,REPUBLICAN,0.102,0.123,0.169,0.308,0.298
31147,3.657142857142857,225.31000000000006,12.74,REPUBLICAN,0.098,0.185,0.166,0.252,0.298
31149,2.557142857142857,147.42,0.0,REPUBLICAN,0.13,0.102,0.198,0.222,0.349
31151,4.271428571428571,4120.63,14.0,REPUBLICAN,0.021,0.07,0.186,0.217,0.507
31153,4.785714285714286,980.8600000000001,4.73,REPUBLICAN,0.094,0.069,0.144,0.26,0.433
31155,4.199999999999999,553.32,9.24,REPUBLICAN,0.108,0.09,0.28,0.223,0.3
31157,4.742857142857143,778.9800000000002,16.800000000000004,REPUBLICAN,0.256,0.132,0.113,0.245,0.255
31159,4.571428571428571,417.53,5.81,REPUBLICAN,0.028,0.046,0.216,0.109,0.601
31161,2.7285714285714286,171.54,0.0,REPUBLICAN,0.248,0.083,0.094,0.333,0.242
31163,3.757142857142857,236.39999999999998,0.0,REPUBLICAN,0.093,0.099,0.11,0.307,0.39
31165,2.5714285714285716,614.63,0.0,REPUBLICAN,0.241,0.161,0.101,0.292,0.205
31167,3.457142857142857,499.91,0.0,REPUBLICAN,0.265,0.08,0.192,0.154,0.309
31169,3.214285714285714,494.01999999999987,0.0,REPUBLICAN,0.185,0.071,0.066,0.429,0.249
31171,4.557142857142857,138.52999999999997,0.0,REPUBLICAN,0.152,0.12,0.118,0.302,0.308
31173,6.3428571428571425,3105.9700000000003,61.379999999999995,REPUBLICAN,0.123,0.153,0.119,0.187,0.418
31175,3.3999999999999995,220.01999999999995,0.0,REPUBLICAN,0.135,0.09,0.118,0.278,0.38
31177,4.257142857142857,468.33000000000004,4.83,REPUBLICAN,0.086,0.116,0.15,0.261,0.386
31179,3.2,403.33000000000004,0.0,REPUBLICAN,0.245,0.12,0.155,0.141,0.34
31181,4.485714285714286,287.53,0.0,REPUBLICAN,0.091,0.167,0.068,0.286,0.389
31183,2.242857142857143,188.51,0.0,REPUBLICAN,0.162,0.084,0.155,0.201,0.399
31185,4.1000000000000005,521.65,0.0,REPUBLICAN,0.044,0.168,0.422,0.184,0.182
32001,6.699999999999998,230.73000000000002,3.9899999999999993,REPUBLICAN,0.022,0.093,0.058,0.153,0.674
32003,16.242857142857144,1696.44,27.96,DEMOCRAT,0.027,0.032,0.054,0.145,0.742
32005,10.499999999999998,300.04999999999995,0.0,REPUBLICAN,0.029,0.055,0.091,0.238,0.588
32007,7.285714285714285,818.3800000000001,3.7800000000000002,REPUBLICAN,0.021,0.046,0.19,0.364,0.379
32009,5.257142857142857,0.0,0.0,REPUBLICAN,0.086,0.004,0.006,0.032,0.872
32011,3.885714285714286,98.56,0.0,REPUBLICAN,0.002,0.054,0.17,0.386,0.387
32013,5.671428571428573,598.56,23.799999999999997,REPUBLICAN,0.008,0.042,0.156,0.069,0.725
32015,5.385714285714286,969.53,18.060000000000002,REPUBLICAN,0.004,0.085,0.142,0.182,0.588
32017,5.671428571428571,57.93999999999999,0.0,REPUBLICAN,0.048,0.019,0.147,0.177,0.61
32019,9.985714285714284,318.03000000000003,5.75,REPUBLICAN,0.037,0.069,0.05,0.173,0.671
32021,6.414285714285714,269.4599999999999,0.0,REPUBLICAN,0.022,0.018,0.09,0.115,0.755
32023,10.885714285714284,692.6099999999999,16.339999999999996,REPUBLICAN,0.061,0.038,0.052,0.183,0.666
32027,5.6,247.79000000000002,0.0,REPUBLICAN,0.01,0.013,0.248,0.038,0.691
32029,9.971428571428572,112.49999999999999,0.0,REPUBLICAN,0.015,0.038,0.039,0.126,0.782
32031,9.385714285714286,1045.0100000000002,22.979999999999997,DEMOCRAT,0.024,0.025,0.06,0.215,0.676
32033,4.8428571428571425,128.89,10.43,REPUBLICAN,0.059,0.016,0.208,0.421,0.296
32510,9.785714285714286,518.96,12.699999999999998,REPUBLICAN,0.023,0.064,0.054,0.274,0.585
33001,8.585714285714285,177.87,6.450000000000002,REPUBLICAN,0.114,0.02,0.11,0.158,0.598
33003,9.77142857142857,183.14000000000001,2.03,DEMOCRAT,0.088,0.035,0.107,0.172,0.598
33005,7.357142857142857,111.71000000000001,2.6599999999999997,DEMOCRAT,0.02,0.075,0.093,0.202,0.609
33007,9.757142857142854,50.720000000000006,0.0,REPUBLICAN,0.017,0.05,0.068,0.169,0.697
33009,7.342857142857143,123.63000000000001,1.12,DEMOCRAT,0.039,0.026,0.032,0.199,0.705
33011,8.442857142857141,885.3299999999999,65.55000000000001,DEMOCRAT,0.03,0.069,0.066,0.164,0.67
33013,7.085714285714287,343.1500000000001,13.7,DEMOCRAT,0.085,0.067,0.075,0.158,0.615
33015,8.657142857142857,522.83,30.470000000000006,DEMOCRAT,0.018,0.057,0.074,0.212,0.639
33017,7.757142857142857,250.58999999999997,10.010000000000002,DEMOCRAT,0.08,0.074,0.098,0.19,0.558
33019,6.328571428571429,93.91999999999999,2.31,DEMOCRAT,0.06,0.103,0.012,0.252,0.574
34001,20.942857142857143,1251.8999999999999,90.08,DEMOCRAT,0.019,0.041,0.03,0.176,0.734
34003,10.35714285714286,2211.1600000000003,194.70000000000002,DEMOCRAT,0.02,0.014,0.053,0.151,0.762
34005,9.12857142857143,1280.53,96.79000000000002,DEMOCRAT,0.023,0.02,0.043,0.134,0.779
34007,10.999999999999998,1613.2799999999997,107.03,DEMOCRAT,0.028,0.005,0.027,0.137,0.802
34009,17.271428571428572,999.7800000000001,89.78999999999999,REPUBLICAN,0.013,0.011,0.022,0.214,0.74
34011,11.942857142857145,2120.42,96.91999999999999,DEMOCRAT,0.032,0.006,0.058,0.142,0.762
