COUNTYFP,unemployment_rate,cases_avg_per_100k,deaths_avg_per_100k,party,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
20165,5.242857142857143,169.49,0.0,REPUBLICAN,0.11,0.122,0.182,0.183,0.403
20167,4.714285714285714,159.34,0.0,REPUBLICAN,0.16,0.174,0.174,0.157,0.335
20169,6.114285714285714,606.6500000000001,7.569999999999999,REPUBLICAN,0.126,0.133,0.175,0.209,0.357
20171,2.728571428571428,568.1200000000001,0.0,REPUBLICAN,0.197,0.09,0.19,0.21,0.313
20173,9.628571428571428,746.53,7.369999999999999,REPUBLICAN,0.06,0.055,0.126,0.26,0.499
20175,4.499999999999999,5480.99,18.69,REPUBLICAN,0.138,0.14,0.092,0.226,0.403
20177,6.6000000000000005,756.5,10.48,DEMOCRAT,0.009,0.078,0.095,0.184,0.633
20179,2.542857142857143,277.74,0.0,REPUBLICAN,0.231,0.112,0.236,0.154,0.267
20181,3.542857142857143,193.03999999999996,0.0,REPUBLICAN,0.1,0.27,0.159,0.24,0.231
20183,2.9285714285714284,83.74000000000001,0.0,REPUBLICAN,0.142,0.257,0.088,0.195,0.319
20185,3.9142857142857146,58.480000000000004,0.0,REPUBLICAN,0.041,0.125,0.109,0.252,0.472
20187,2.4428571428571426,1074.0700000000002,0.0,REPUBLICAN,0.127,0.098,0.172,0.216,0.388
20189,2.9285714285714284,829.0199999999998,0.0,REPUBLICAN,0.122,0.132,0.112,0.225,0.408
20191,8.985714285714284,402.8299999999998,11.969999999999999,REPUBLICAN,0.104,0.039,0.115,0.298,0.444
20193,3.042857142857143,394.0,0.0,REPUBLICAN,0.188,0.157,0.208,0.184,0.263
20195,3.942857142857143,137.67000000000002,0.0,REPUBLICAN,0.203,0.115,0.256,0.137,0.291
20197,4.914285714285714,595.5600000000002,0.0,REPUBLICAN,0.011,0.077,0.12,0.201,0.591
20199,2.3142857142857145,0.0,0.0,REPUBLICAN,0.128,0.21,0.154,0.246,0.262
20201,2.857142857142857,36.96,0.0,REPUBLICAN,0.148,0.075,0.111,0.234,0.432
20203,2.0857142857142854,114.58000000000001,0.0,REPUBLICAN,0.173,0.112,0.184,0.219,0.313
20205,8.87142857142857,104.52,0.0,REPUBLICAN,0.125,0.148,0.145,0.184,0.398
20207,6.357142857142857,428.54999999999995,0.0,REPUBLICAN,0.092,0.175,0.171,0.247,0.314
20209,8.857142857142858,2621.8999999999996,56.150000000000006,DEMOCRAT,0.025,0.056,0.076,0.178,0.665
21001,8.385714285714286,1106.19,98.91999999999999,REPUBLICAN,0.076,0.115,0.167,0.243,0.399
21003,6.499999999999999,1054.0700000000002,37.52,REPUBLICAN,0.101,0.072,0.097,0.211,0.519
21005,7.071428571428571,264.26,4.41,REPUBLICAN,0.062,0.01,0.044,0.483,0.401
21007,7.7,426.1200000000001,0.0,REPUBLICAN,0.107,0.033,0.198,0.257,0.404
21009,8.514285714285714,630.08,4.48,REPUBLICAN,0.053,0.093,0.09,0.176,0.588
21011,10.0,239.9300000000001,7.979999999999999,REPUBLICAN,0.076,0.058,0.084,0.339,0.443
21013,8.914285714285715,940.1000000000001,6.599999999999999,REPUBLICAN,0.146,0.094,0.12,0.199,0.44
21015,6.171428571428572,709.76,17.990000000000002,REPUBLICAN,0.08,0.087,0.081,0.232,0.52
21017,7.042857142857144,369.03000000000003,5.039999999999999,REPUBLICAN,0.024,0.037,0.042,0.129,0.769
21019,9.471428571428572,338.04,6.489999999999997,REPUBLICAN,0.084,0.125,0.202,0.235,0.354
21021,8.328571428571427,393.6699999999999,0.0,REPUBLICAN,0.092,0.037,0.112,0.161,0.598
21023,7.214285714285714,369.2699999999999,0.0,REPUBLICAN,0.056,0.249,0.065,0.238,0.392
21025,11.757142857142856,185.94999999999996,0.0,REPUBLICAN,0.114,0.081,0.126,0.241,0.438
21027,8.471428571428572,222.02999999999997,9.799999999999999,REPUBLICAN,0.023,0.146,0.177,0.138,0.517
21029,7.6571428571428575,342.2700000000001,6.199999999999999,REPUBLICAN,0.037,0.091,0.156,0.181,0.535
21031,8.314285714285713,2310.15,122.75999999999999,REPUBLICAN,0.066,0.097,0.133,0.17,0.535
21033,7.200000000000001,360.38000000000005,0.0,REPUBLICAN,0.059,0.067,0.26,0.177,0.438
21035,7.014285714285714,434.9,5.180000000000001,REPUBLICAN,0.066,0.084,0.248,0.17,0.432
21037,6.271428571428571,511.74999999999994,13.9,REPUBLICAN,0.073,0.085,0.134,0.278,0.43
21039,5.3,378.06,21.0,REPUBLICAN,0.104,0.045,0.188,0.236,0.428
21041,6.6571428571428575,1337.1000000000001,18.76,REPUBLICAN,0.155,0.171,0.12,0.208,0.346
21043,11.057142857142859,329.98,3.710000000000001,REPUBLICAN,0.069,0.102,0.122,0.324,0.383
21045,7.542857142857143,1006.86,58.35000000000001,REPUBLICAN,0.164,0.076,0.161,0.154,0.444
21047,9.12857142857143,724.13,7.4799999999999995,REPUBLICAN,0.06,0.118,0.178,0.279,0.365
21049,7.442857142857143,376.57000000000005,19.25,REPUBLICAN,0.083,0.093,0.11,0.233,0.48
21051,9.471428571428572,687.7199999999999,22.320000000000004,REPUBLICAN,0.153,0.082,0.165,0.16,0.44
21053,5.8999999999999995,233.04000000000002,0.0,REPUBLICAN,0.096,0.115,0.248,0.165,0.375
21055,6.457142857142857,265.93000000000006,11.340000000000003,REPUBLICAN,0.121,0.117,0.29,0.153,0.319
21057,5.785714285714286,586.8,0.0,REPUBLICAN,0.067,0.106,0.224,0.229,0.374
21059,6.985714285714286,674.77,10.970000000000002,REPUBLICAN,0.055,0.057,0.122,0.236,0.531
21061,9.299999999999999,748.2299999999998,98.77000000000001,REPUBLICAN,0.055,0.057,0.086,0.179,0.624
21063,11.72857142857143,108.31999999999998,0.0,REPUBLICAN,0.117,0.1,0.051,0.289,0.443
21065,8.8,82.06000000000002,0.0,REPUBLICAN,0.082,0.151,0.09,0.275,0.402
21067,6.485714285714286,916.6800000000001,15.329999999999998,DEMOCRAT,0.031,0.051,0.066,0.202,0.65
21069,8.914285714285715,375.22,0.0,REPUBLICAN,0.068,0.069,0.075,0.287,0.502
21071,10.042857142857143,229.79999999999998,2.8,REPUBLICAN,0.131,0.066,0.129,0.134,0.54
21073,7.3,470.1199999999999,9.800000000000004,REPUBLICAN,0.088,0.036,0.142,0.214,0.521
21075,7.071428571428571,755.0,16.73,REPUBLICAN,0.1,0.102,0.202,0.217,0.38
21077,6.814285714285715,868.0700000000002,90.15999999999998,REPUBLICAN,0.076,0.048,0.198,0.211,0.466
21079,7.328571428571428,362.97999999999996,0.0,REPUBLICAN,0.077,0.043,0.063,0.276,0.54
21081,8.200000000000001,366.19999999999993,19.95,REPUBLICAN,0.047,0.056,0.183,0.106,0.608
21083,6.642857142857143,1231.9699999999998,57.389999999999986,REPUBLICAN,0.103,0.069,0.266,0.222,0.34
21085,8.828571428571427,655.2799999999997,45.539999999999985,REPUBLICAN,0.043,0.042,0.134,0.154,0.627
21087,6.314285714285715,316.90000000000003,13.100000000000001,REPUBLICAN,0.063,0.076,0.127,0.247,0.488
21089,10.157142857142858,214.50999999999996,0.82,REPUBLICAN,0.092,0.101,0.236,0.228,0.342
21091,7.142857142857144,478.30999999999995,0.0,REPUBLICAN,0.019,0.08,0.121,0.235,0.546
21093,8.342857142857143,431.92,7.279999999999998,REPUBLICAN,0.057,0.062,0.106,0.217,0.558
21095,12.942857142857141,661.8900000000001,11.0,REPUBLICAN,0.076,0.093,0.098,0.126,0.606
21097,7.357142857142857,590.5100000000001,0.0,REPUBLICAN,0.073,0.044,0.031,0.047,0.804
21099,7.7,481.57000000000005,0.0,REPUBLICAN,0.053,0.034,0.118,0.185,0.61
21101,7.085714285714286,667.53,8.950000000000003,REPUBLICAN,0.072,0.061,0.136,0.229,0.501
21103,6.885714285714286,510.4,12.450000000000001,REPUBLICAN,0.093,0.082,0.174,0.254,0.398
21105,6.2,495.19999999999993,0.0,REPUBLICAN,0.097,0.065,0.221,0.202,0.415
21107,8.714285714285714,884.8499999999999,82.07000000000002,REPUBLICAN,0.04,0.067,0.174,0.217,0.502
21109,9.785714285714286,1026.6000000000001,105.05000000000001,REPUBLICAN,0.183,0.068,0.092,0.235,0.421
21111,7.7,849.4000000000001,33.480000000000004,DEMOCRAT,0.036,0.048,0.083,0.23,0.602
21113,6.385714285714286,479.7,0.0,REPUBLICAN,0.022,0.036,0.104,0.21,0.628
21115,9.357142857142858,126.02,0.0,REPUBLICAN,0.102,0.053,0.106,0.127,0.612
21117,6.514285714285714,735.29,22.789999999999996,REPUBLICAN,0.052,0.056,0.146,0.245,0.5
21119,9.185714285714287,243.85,2.88,REPUBLICAN,0.157,0.073,0.13,0.142,0.497
21121,9.257142857142856,568.68,25.69000000000002,REPUBLICAN,0.187,0.073,0.103,0.165,0.471
21123,8.585714285714285,382.8699999999999,6.930000000000001,REPUBLICAN,0.074,0.053,0.09,0.213,0.57
21125,8.17142857142857,577.05,6.51,REPUBLICAN,0.201,0.047,0.083,0.152,0.517
21127,9.357142857142858,192.16000000000003,0.0,REPUBLICAN,0.155,0.091,0.151,0.125,0.479
21129,7.999999999999999,40.53,0.0,REPUBLICAN,0.129,0.069,0.129,0.273,0.399
21131,12.171428571428573,218.5,0.0,REPUBLICAN,0.094,0.103,0.142,0.174,0.487
21133,11.171428571428573,194.70999999999995,0.0,REPUBLICAN,0.078,0.05,0.127,0.122,0.624
21135,11.285714285714286,258.51,0.0,REPUBLICAN,0.057,0.081,0.21,0.296,0.357
21137,8.9,361.80999999999995,4.06,REPUBLICAN,0.172,0.054,0.093,0.172,0.509
21139,8.528571428571428,358.85,7.75,REPUBLICAN,0.08,0.1,0.29,0.191,0.339
21141,6.671428571428571,1220.4899999999998,85.61000000000001,REPUBLICAN,0.099,0.1,0.08,0.198,0.523
21143,6.028571428571429,366.5600000000001,43.5,REPUBLICAN,0.052,0.11,0.316,0.138,0.384
21145,8.228571428571428,481.61,5.280000000000001,REPUBLICAN,0.085,0.058,0.232,0.255,0.37
21147,8.428571428571429,178.32,0.0,REPUBLICAN,0.096,0.116,0.143,0.203,0.441
21149,6.457142857142856,471.28,11.370000000000001,REPUBLICAN,0.081,0.105,0.107,0.249,0.459
21151,7.028571428571429,366.2200000000001,1.05,REPUBLICAN,0.088,0.094,0.114,0.233,0.471
21153,17.757142857142856,125.53999999999999,0.0,REPUBLICAN,0.107,0.078,0.111,0.164,0.54
21155,9.971428571428572,500.31999999999994,0.0,REPUBLICAN,0.046,0.082,0.074,0.144,0.654
21157,7.057142857142858,371.89000000000004,6.44,REPUBLICAN,0.061,0.083,0.28,0.18,0.395
21159,12.571428571428571,271.87999999999994,0.0,REPUBLICAN,0.108,0.055,0.096,0.104,0.637
21161,9.414285714285713,279.6,5.88,REPUBLICAN,0.056,0.119,0.061,0.284,0.479
21163,8.285714285714286,269.5,7.0,REPUBLICAN,0.018,0.154,0.115,0.154,0.559
21165,10.142857142857142,432.90000000000003,0.0,REPUBLICAN,0.161,0.088,0.067,0.215,0.468
21167,8.414285714285715,200.53999999999994,0.0,REPUBLICAN,0.047,0.012,0.178,0.195,0.567
21169,9.042857142857141,349.0900000000001,19.88,REPUBLICAN,0.048,0.109,0.134,0.222,0.487
21171,6.042857142857143,775.25,18.76,REPUBLICAN,0.082,0.134,0.185,0.15,0.448
21173,9.414285714285715,371.38000000000005,0.0,REPUBLICAN,0.03,0.041,0.085,0.392,0.452
21175,7.8,209.24,0.0,REPUBLICAN,0.133,0.116,0.071,0.182,0.498
21177,9.62857142857143,2203.7099999999996,29.419999999999998,REPUBLICAN,0.035,0.154,0.123,0.2,0.488
21179,8.571428571428571,391.8299999999999,4.34,REPUBLICAN,0.033,0.106,0.068,0.244,0.548
21181,8.22857142857143,322.09000000000003,0.0,REPUBLICAN,0.023,0.025,0.09,0.271,0.591
21183,8.22857142857143,1418.25,22.66,REPUBLICAN,0.064,0.145,0.109,0.19,0.492
21185,5.771428571428571,769.04,14.239999999999998,REPUBLICAN,0.025,0.039,0.098,0.278,0.56
21187,7.314285714285714,323.66999999999996,0.0,REPUBLICAN,0.091,0.039,0.114,0.198,0.558
21189,8.185714285714287,199.06000000000003,0.0,REPUBLICAN,0.121,0.058,0.157,0.282,0.382
21191,6.114285714285714,227.97,0.0,REPUBLICAN,0.035,0.121,0.103,0.129,0.613
21193,9.842857142857143,636.32,8.25,REPUBLICAN,0.123,0.093,0.111,0.171,0.502
21195,9.342857142857143,346.52,5.24,REPUBLICAN,0.096,0.088,0.123,0.148,0.545
21197,8.557142857142857,384.84999999999997,0.0,REPUBLICAN,0.112,0.099,0.102,0.232,0.455
21199,8.614285714285714,393.94,3.080000000000001,REPUBLICAN,0.13,0.123,0.096,0.164,0.487
21201,7.114285714285713,115.26,0.0,REPUBLICAN,0.048,0.123,0.039,0.204,0.586
21203,8.285714285714286,310.44,0.0,REPUBLICAN,0.215,0.079,0.075,0.157,0.474
21205,8.8,250.49,0.0,REPUBLICAN,0.159,0.097,0.047,0.231,0.467
21207,9.928571428571429,584.12,27.93,REPUBLICAN,0.096,0.138,0.195,0.206,0.365
21209,7.6428571428571415,506.23,0.0,REPUBLICAN,0.04,0.044,0.076,0.081,0.759
21211,6.5,1372.5599999999997,44.79999999999998,REPUBLICAN,0.092,0.107,0.054,0.261,0.487
21213,8.957142857142857,733.47,35.43,REPUBLICAN,0.137,0.066,0.162,0.208,0.426
21215,7.057142857142857,451.7,0.0,REPUBLICAN,0.032,0.058,0.047,0.41,0.453
21217,7.2714285714285705,386.8099999999999,4.4,REPUBLICAN,0.073,0.073,0.111,0.21,0.533
21219,5.714285714285714,281.68999999999994,0.0,REPUBLICAN,0.058,0.147,0.135,0.266,0.394
21221,8.057142857142857,313.18000000000006,0.0,REPUBLICAN,0.066,0.053,0.131,0.152,0.597
21223,7.871428571428573,364.5700000000001,0.0,REPUBLICAN,0.134,0.172,0.135,0.217,0.342
21225,8.028571428571428,352.2899999999999,0.0,REPUBLICAN,0.211,0.079,0.229,0.172,0.309
21227,7.885714285714285,1719.1,16.09,REPUBLICAN,0.076,0.067,0.063,0.185,0.609
21229,7.814285714285715,425.12000000000006,0.0,REPUBLICAN,0.035,0.066,0.116,0.221,0.562
21231,7.52857142857143,269.64,0.0,REPUBLICAN,0.102,0.151,0.16,0.169,0.417
21233,7.5,598.21,7.699999999999999,REPUBLICAN,0.088,0.084,0.167,0.21,0.451
21235,8.057142857142855,282.3699999999999,2.7300000000000004,REPUBLICAN,0.176,0.062,0.113,0.174,0.476
21237,8.957142857142857,136.76999999999998,0.0,REPUBLICAN,0.14,0.095,0.114,0.203,0.448
21239,5.8,503.02000000000004,0.0,REPUBLICAN,0.042,0.017,0.049,0.193,0.698
22001,7.7,3653.9199999999996,109.41000000000003,REPUBLICAN,0.122,0.111,0.138,0.265,0.362
22003,9.914285714285713,3993.3800000000006,67.4,REPUBLICAN,0.196,0.07,0.118,0.2,0.416
22005,7.557142857142856,1877.6399999999996,54.83,REPUBLICAN,0.049,0.092,0.142,0.148,0.569
22007,10.72857142857143,2393.55,94.55999999999999,REPUBLICAN,0.079,0.034,0.213,0.206,0.468
22009,8.799999999999999,2158.14,64.78000000000002,REPUBLICAN,0.13,0.092,0.073,0.246,0.459
22011,7.142857142857143,1790.1500000000003,34.2,REPUBLICAN,0.086,0.069,0.169,0.191,0.486
22013,7.9,2642.2999999999997,219.11999999999995,REPUBLICAN,0.078,0.052,0.17,0.291,0.409
22015,7.057142857142858,1518.1500000000003,49.95,REPUBLICAN,0.068,0.096,0.144,0.225,0.468
22017,9.328571428571431,2478.3,119.19999999999996,DEMOCRAT,0.058,0.079,0.158,0.209,0.497
22019,8.685714285714285,2803.4100000000008,53.930000000000014,REPUBLICAN,0.102,0.139,0.077,0.212,0.471
22021,8.128571428571428,2027.8,10.079999999999998,REPUBLICAN,0.102,0.061,0.098,0.241,0.498
22023,5.871428571428572,2359.5000000000005,0.0,REPUBLICAN,0.089,0.127,0.079,0.201,0.505
22025,7.4142857142857155,2827.2399999999993,45.57,REPUBLICAN,0.11,0.056,0.086,0.147,0.6
22027,6.92857142857143,1318.7599999999998,71.88999999999999,REPUBLICAN,0.146,0.068,0.04,0.273,0.473
22029,8.857142857142858,1415.64,42.22,REPUBLICAN,0.11,0.104,0.112,0.095,0.579
22031,7.8571428571428585,2207.5599999999995,86.83999999999997,REPUBLICAN,0.035,0.075,0.132,0.162,0.596
22033,8.3,2341.73,71.57000000000001,DEMOCRAT,0.052,0.031,0.09,0.183,0.642
22035,12.242857142857142,7373.579999999997,14.56,DEMOCRAT,0.022,0.046,0.121,0.137,0.674
22037,7.157142857142857,2652.03,191.19000000000003,REPUBLICAN,0.067,0.053,0.095,0.366,0.42
22039,8.085714285714285,2291.57,6.02,REPUBLICAN,0.215,0.077,0.111,0.211,0.387
22041,8.757142857142858,3923.38,79.88,REPUBLICAN,0.123,0.054,0.102,0.156,0.565
22043,7.257142857142857,1122.19,21.73,REPUBLICAN,0.086,0.041,0.109,0.229,0.535
22045,9.471428571428572,3053.76,95.88999999999999,REPUBLICAN,0.112,0.084,0.085,0.253,0.467
22047,10.128571428571428,3370.2700000000004,143.38000000000002,DEMOCRAT,0.061,0.021,0.084,0.19,0.644
22049,5.828571428571428,2280.72,114.30000000000001,REPUBLICAN,0.116,0.083,0.127,0.29,0.383
22051,9.885714285714286,3173.9100000000003,118.70999999999998,REPUBLICAN,0.044,0.031,0.066,0.174,0.685
22053,7.9142857142857155,2944.5500000000006,73.00999999999999,REPUBLICAN,0.249,0.111,0.09,0.196,0.354
22055,7.7,2451.3100000000004,33.56,REPUBLICAN,0.062,0.083,0.105,0.217,0.533
22057,7.057142857142856,2481.4,101.22999999999999,REPUBLICAN,0.078,0.039,0.159,0.151,0.573
22059,5.114285714285715,1389.0899999999997,27.680000000000003,REPUBLICAN,0.082,0.035,0.089,0.223,0.571
22061,6.842857142857143,1462.73,52.89999999999999,REPUBLICAN,0.102,0.08,0.111,0.29,0.417
22063,7.328571428571428,1718.3300000000004,34.71999999999999,REPUBLICAN,0.06,0.043,0.144,0.29,0.463
22065,9.257142857142856,4840.94,54.75999999999999,DEMOCRAT,0.034,0.068,0.109,0.172,0.617
22067,10.442857142857145,1739.8999999999999,44.11000000000001,REPUBLICAN,0.039,0.105,0.124,0.166,0.566
22069,7.257142857142857,1669.9500000000003,40.65000000000001,REPUBLICAN,0.096,0.063,0.113,0.167,0.561
22071,12.14285714285714,2591.2400000000002,145.5,DEMOCRAT,0.019,0.034,0.087,0.206,0.654
22073,7.985714285714286,2753.1899999999996,68.49999999999999,REPUBLICAN,0.076,0.098,0.121,0.229,0.476
22075,7.985714285714286,1702.23,113.88,REPUBLICAN,0.065,0.035,0.165,0.222,0.513
22077,8.357142857142858,3073.0999999999995,154.08,REPUBLICAN,0.044,0.082,0.068,0.198,0.608
22079,6.785714285714286,2144.6799999999994,77.39999999999999,REPUBLICAN,0.106,0.046,0.087,0.236,0.524
22081,6.4,2134.3599999999997,109.85,REPUBLICAN,0.068,0.081,0.135,0.189,0.527
22083,8.257142857142856,2518.8399999999997,26.270000000000003,REPUBLICAN,0.066,0.08,0.126,0.194,0.534
22085,5.942857142857142,2036.29,29.329999999999995,REPUBLICAN,0.098,0.08,0.113,0.145,0.564
22087,10.642857142857144,2084.94,64.37,REPUBLICAN,0.035,0.075,0.136,0.23,0.524
22089,8.585714285714285,2455.6000000000004,104.44,REPUBLICAN,0.093,0.048,0.027,0.165,0.667
22091,11.414285714285715,2216.5199999999995,9.87,DEMOCRAT,0.064,0.126,0.138,0.237,0.434
22093,10.014285714285714,2870.54,160.45,DEMOCRAT,0.034,0.099,0.202,0.061,0.603
22095,11.314285714285715,3043.84,227.29000000000002,DEMOCRAT,0.096,0.059,0.19,0.079,0.577
22097,9.0,2459.38,84.89000000000001,REPUBLICAN,0.064,0.105,0.117,0.199,0.515
22099,8.514285714285714,2786.8199999999997,84.29000000000002,REPUBLICAN,0.069,0.11,0.096,0.178,0.548
22101,9.457142857142857,2674.33,89.27999999999997,REPUBLICAN,0.066,0.02,0.179,0.28,0.454
22103,7.799999999999999,1742.11,76.69,REPUBLICAN,0.031,0.073,0.074,0.211,0.611
22105,10.228571428571428,2163.96,46.250000000000014,REPUBLICAN,0.066,0.072,0.103,0.193,0.566
22107,9.357142857142858,1231.7299999999998,0.0,DEMOCRAT,0.081,0.064,0.097,0.134,0.625
22109,8.12857142857143,2301.7100000000005,76.03,REPUBLICAN,0.068,0.052,0.14,0.221,0.519
22111,7.614285714285715,2885.81,148.92999999999998,REPUBLICAN,0.071,0.142,0.106,0.244,0.436
22113,7.828571428571428,1931.5100000000002,24.720000000000006,REPUBLICAN,0.076,0.088,0.115,0.271,0.449
22115,7.957142857142856,1296.1499999999996,41.47999999999999,REPUBLICAN,0.092,0.066,0.145,0.244,0.453
22117,8.52857142857143,2428.58,126.34999999999998,REPUBLICAN,0.103,0.046,0.148,0.242,0.461
22119,8.414285714285715,2144.88,35.6,REPUBLICAN,0.134,0.044,0.063,0.265,0.494
22121,7.685714285714284,2244.85,143.73,REPUBLICAN,0.044,0.04,0.07,0.197,0.649
22123,11.757142857142856,2387.93,46.2,REPUBLICAN,0.022,0.063,0.124,0.114,0.677
22125,5.971428571428572,2199.5699999999997,113.53000000000003,REPUBLICAN,0.072,0.13,0.037,0.265,0.496
22127,7.385714285714285,2624.8300000000004,53.92,REPUBLICAN,0.086,0.106,0.13,0.236,0.443
23001,6.042857142857143,509.98,5.199999999999998,REPUBLICAN,0.083,0.099,0.041,0.199,0.577
23003,6.128571428571428,59.129999999999995,1.47,REPUBLICAN,0.143,0.047,0.12,0.243,0.447
23005,6.014285714285714,685.12,23.11,DEMOCRAT,0.05,0.053,0.046,0.182,0.669
23007,6.971428571428572,160.87,3.289999999999999,REPUBLICAN,0.006,0.063,0.191,0.161,0.579
23009,6.7142857142857135,46.15999999999998,1.82,DEMOCRAT,0.034,0.052,0.118,0.202,0.594
23011,5.571428571428571,142.88,8.450000000000001,DEMOCRAT,0.016,0.074,0.125,0.245,0.54
23013,6.285714285714286,73.48,2.5199999999999996,DEMOCRAT,0.007,0.01,0.111,0.248,0.625
23015,6.014285714285713,98.97999999999999,1.64,DEMOCRAT,0.031,0.014,0.065,0.204,0.688
23017,7.314285714285715,100.96,0.0,REPUBLICAN,0.069,0.065,0.064,0.213,0.589
23019,6.128571428571428,96.13000000000001,3.21,REPUBLICAN,0.038,0.071,0.085,0.189,0.617
23021,6.014285714285714,29.889999999999997,0.0,REPUBLICAN,0.062,0.146,0.123,0.189,0.479
23023,5.428571428571429,136.84999999999997,2.98,DEMOCRAT,0.061,0.026,0.033,0.216,0.664
23025,7.442857142857142,72.38,1.9600000000000002,REPUBLICAN,0.035,0.095,0.142,0.17,0.558
23027,5.757142857142857,153.29000000000002,35.28,DEMOCRAT,0.023,0.06,0.15,0.182,0.585
23029,7.057142857142858,32.66,0.0,REPUBLICAN,0.026,0.032,0.126,0.204,0.612
23031,6.0,311.40000000000003,5.880000000000001,DEMOCRAT,0.076,0.036,0.061,0.173,0.655
24001,8.342857142857142,398.13000000000005,27.13999999999999,REPUBLICAN,0.007,0.01,0.035,0.213,0.736
24003,5.942857142857143,1130.51,39.52,DEMOCRAT,0.018,0.022,0.067,0.154,0.739
24005,6.814285714285715,1399.92,66.64,DEMOCRAT,0.013,0.024,0.043,0.142,0.777
24009,5.328571428571428,613.56,32.11,REPUBLICAN,0.049,0.049,0.071,0.11,0.72
24011,5.614285714285714,1282.44,9.029999999999998,REPUBLICAN,0.009,0.019,0.033,0.168,0.77
24013,5.4,875.34,111.49,REPUBLICAN,0.014,0.008,0.062,0.17,0.746
24015,6.142857142857143,605.1199999999999,30.370000000000005,REPUBLICAN,0.009,0.018,0.054,0.182,0.738
24017,6.557142857142857,1088.2100000000003,62.31999999999999,DEMOCRAT,0.035,0.034,0.107,0.157,0.667
24019,6.585714285714286,1055.4299999999998,15.750000000000004,REPUBLICAN,0.02,0.006,0.011,0.119,0.844
24021,6.042857142857144,1135.16,47.93000000000001,DEMOCRAT,0.028,0.036,0.062,0.113,0.762
24023,7.3571428571428585,168.06000000000003,3.829999999999999,REPUBLICAN,0.077,0.008,0.04,0.305,0.571
24025,6.057142857142856,656.1299999999999,28.849999999999998,REPUBLICAN,0.008,0.009,0.037,0.168,0.778
24027,5.2,1093.02,33.64999999999999,DEMOCRAT,0.024,0.015,0.067,0.17,0.723
24029,6.814285714285715,1389.09,139.57000000000002,DEMOCRAT,0.005,0.014,0.06,0.207,0.714
24031,6.028571428571429,1643.5000000000002,75.4,DEMOCRAT,0.025,0.029,0.041,0.128,0.777
24033,7.471428571428572,2457.98,81.04,DEMOCRAT,0.087,0.034,0.064,0.094,0.72
24035,5.828571428571428,763.0899999999999,49.019999999999996,REPUBLICAN,0.002,0.042,0.041,0.309,0.605
24037,4.928571428571429,770.0800000000002,52.64000000000001,REPUBLICAN,0.04,0.009,0.036,0.152,0.763
24039,8.428571428571429,465.09999999999997,15.950000000000005,REPUBLICAN,0.004,0.01,0.047,0.128,0.812
24041,6.385714285714286,897.1299999999999,10.709999999999999,DEMOCRAT,0.012,0.012,0.006,0.127,0.843
24043,7.057142857142858,636.6800000000001,21.38,REPUBLICAN,0.031,0.047,0.085,0.194,0.642
24045,7.928571428571429,1229.8200000000002,43.820000000000014,REPUBLICAN,0.006,0.011,0.063,0.116,0.804
24047,12.728571428571428,1011.16,39.02,REPUBLICAN,0.003,0.004,0.042,0.11,0.842
24510,8.4,1834.68,68.94000000000001,DEMOCRAT,0.024,0.032,0.063,0.148,0.733
25001,11.785714285714286,805.66,75.00000000000003,DEMOCRAT,0.019,0.007,0.026,0.109,0.839
25003,9.8,528.4499999999999,37.74,DEMOCRAT,0.03,0.004,0.049,0.082,0.834
25005,11.471428571428572,1590.1899999999998,110.55,DEMOCRAT,0.016,0.02,0.056,0.161,0.747
